,Hubert_sim_avg,Hubert_sim_max,Hubert_sim_var,Wav2Vec2_sim_avg,Wav2Vec2_sim_max,Wav2Vec2_sim_var,WavLM_sim_avg,WavLM_sim_max,WavLM_sim_var,Data2Vec_sim_avg,Data2Vec_sim_max,Data2Vec_sim_var,Wav2Vec2Rand_sim_avg,Wav2Vec2Rand_sim_max,Wav2Vec2Rand_sim_var
0,0.2471775660294207,0.4104492991801403,0.0029139709637864214,0.2128464140060673,0.635726350814452,0.012285573409796068,0.2510406001709563,0.4124137054431553,0.003238036066287295,0.18229519135112565,0.5602054756917896,0.010257408021818456,0.24710480589325085,0.5077541445982295,0.005285088780157154
1,0.1824642741900761,0.4104492991801403,0.0029139709637864214,0.17777362049633622,0.635726350814452,0.012285573409796068,0.17342778762816152,0.4124137054431553,0.003238036066287295,0.15659442644756613,0.5602054756917896,0.010257408021818456,0.22779238838619018,0.5077541445982295,0.005285088780157154
2,0.17014578725689122,0.4104492991801403,0.0029139709637864214,0.17972198958830932,0.635726350814452,0.012285573409796068,0.1933843668252065,0.4124137054431553,0.003238036066287295,0.1996714330507861,0.5602054756917896,0.010257408021818456,0.22393014078686813,0.5077541445982295,0.005285088780157154
3,0.17797762964568742,0.4104492991801403,0.0029139709637864214,0.18446324939550807,0.635726350814452,0.012285573409796068,0.19113703841274154,0.4124137054431553,0.003238036066287295,0.2014207888846488,0.5602054756917896,0.010257408021818456,0.22170386185723148,0.5077541445982295,0.005285088780157154
4,0.1833411127537162,0.4104492991801403,0.0029139709637864214,0.17800345282847496,0.635726350814452,0.012285573409796068,0.181956839396735,0.4124137054431553,0.003238036066287295,0.20942871064071325,0.5602054756917896,0.010257408021818456,0.2187553220893495,0.5077541445982295,0.005285088780157154
5,0.175171427100609,0.4104492991801403,0.0029139709637864214,0.16689952468893385,0.635726350814452,0.012285573409796068,0.17109055723566455,0.4124137054431553,0.003238036066287295,0.20339076190513458,0.5602054756917896,0.010257408021818456,0.2145004553840323,0.5077541445982295,0.005285088780157154
6,0.17620373327228125,0.4104492991801403,0.0029139709637864214,0.15201546158142923,0.635726350814452,0.012285573409796068,0.17274479365522916,0.4124137054431553,0.003238036066287295,0.1902764650587047,0.5602054756917896,0.010257408021818456,0.21701425738739655,0.5077541445982295,0.005285088780157154
7,0.16791174944120443,0.4104492991801403,0.0029139709637864214,0.15497002008412228,0.635726350814452,0.012285573409796068,0.17288373351434183,0.4124137054431553,0.003238036066287295,0.1672269827334175,0.5602054756917896,0.010257408021818456,0.22080889734605808,0.5077541445982295,0.005285088780157154
8,0.16875257641829516,0.4104492991801403,0.0029139709637864214,0.1599300608545926,0.635726350814452,0.012285573409796068,0.17951363242584803,0.4124137054431553,0.003238036066287295,0.16029953019325877,0.5602054756917896,0.010257408021818456,0.2067530327900696,0.5077541445982295,0.005285088780157154
9,0.16381811545685143,0.4104492991801403,0.0029139709637864214,0.17740008691479262,0.635726350814452,0.012285573409796068,0.1825218504191481,0.4124137054431553,0.003238036066287295,0.16242911887487615,0.5602054756917896,0.010257408021818456,0.20860867030712918,0.5077541445982295,0.005285088780157154
10,0.16639806404505714,0.4104492991801403,0.0029139709637864214,0.21175050427775072,0.635726350814452,0.012285573409796068,0.17245589258860367,0.4124137054431553,0.003238036066287295,0.18708218268348964,0.5602054756917896,0.010257408021818456,0.20261186258638325,0.5077541445982295,0.005285088780157154
11,0.1551221125700387,0.4104492991801403,0.0029139709637864214,0.26381521200807995,0.635726350814452,0.012285573409796068,0.18008007490555128,0.4124137054431553,0.003238036066287295,0.22001751852962226,0.5602054756917896,0.010257408021818456,0.19653389678477912,0.5077541445982295,0.005285088780157154
12,0.19267153885353866,0.4104492991801403,0.0029139709637864214,0.29438008333490695,0.635726350814452,0.012285573409796068,0.22693268672142866,0.4124137054431553,0.003238036066287295,0.258755333306442,0.5602054756917896,0.010257408021818456,0.19446196117107756,0.5077541445982295,0.005285088780157154
